         30,           0, 1
         26,          16, 1
         19,          41, 1
        -59,         103, 1
         -4,           0, 1
        -58,        -102, 1
         19,         -41, 1
         27,         -17, 1
        -48,           0, 1
        -44,         -30, 1
        -23,         -69, 1
        115,        -171, 1
       -690,           0, 1
        116,         172, 1
        -23,          69, 1
        -43,          29, 1
        -42,           0, 1
        -47,          -6, 1
        -74,         -12, 1
       -270,         -49, 1
       1270,           0, 1
       -269,          50, 1
        -74,          12, 1
        -46,           5, 1
        168,           0, 1
        174,          59, 1
        200,         148, 1
        379,         418, 1
      -1092,           0, 1
        380,        -417, 1
        200,        -148, 1
        175,         -60, 1
       -235,           0, 1
       -238,         -95, 1
       -248,        -233, 1
       -331,        -646, 1
        211,           0, 1
       -330,         647, 1
       -248,         233, 1
       -237,          94, 1
        185,           0, 1
        183,          81, 1
        179,         200, 1
        156,         564, 1
        657,           0, 1
        157,        -563, 1
        179,        -200, 1
        184,         -82, 1
        -75,           0, 1
        -72,         -38, 1
        -61,         -94, 1
          7,        -283, 1
       -827,           0, 1
          8,         284, 1
        -61,          94, 1
        -71,          37, 1
          8,           0, 1
          7,           6, 1
          2,          20, 1
        -38,          89, 1
        280,           0, 1
        -37,         -88, 1
          2,         -20, 1
          8,          -7, 1
        -44,           0, 1
        -47,         -19, 1
        -47,         -49, 1
        -50,        -160, 1
        314,           0, 1
        -49,         161, 1
        -47,          49, 1
        -46,          18, 1
        136,           0, 1
        136,          57, 1
        136,         144, 1
        125,         408, 1
       -252,           0, 1
        126,        -407, 1
        136,        -144, 1
        137,         -58, 1
       -176,           0, 1
       -176,         -82, 1
       -161,        -199, 1
        -65,        -551, 1
       -518,           0, 1
        -64,         552, 1
       -161,         199, 1
       -175,          81, 1
        104,           0, 1
        100,          57, 1
         72,         144, 1
       -121,         394, 1
       1344,           0, 1
       -120,        -393, 1
         72,        -144, 1
        101,         -58, 1
         34,           0, 1
         40,          -2, 1
         73,          -5, 1
        299,         -19, 1
      -1492,           0, 1
        300,          20, 1
         73,           5, 1
         41,           1, 1
       -134,           0, 1
       -140,         -45, 1
       -164,        -110, 1
       -339,        -290, 1
        842,           0, 1
       -338,         291, 1
       -164,         110, 1
       -139,          44, 1
        126,           0, 1
        128,          48, 1
        141,         119, 1
        233,         321, 1
        -12,           0, 1
        234,        -320, 1
        141,        -119, 1
        129,         -49, 1
        -41,           0, 1
        -44,         -15, 1
        -52,         -37, 1
       -107,        -124, 1
       -251,           0, 1
       -106,         125, 1
        -52,          37, 1
        -43,          14, 1
